airport,date,time,temperature,pressure_station,pressure_sea,humidity,wind_direction,wind_speed,visibility
Пулково (аэропорт),"18 января,четверг",19:30,-8,736.6,738.9,86,"Ветер, дующий с юга",(6 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",19:00,-8,736.6,738.9,93,"Ветер, дующий с юга",(5 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",18:30,-8,737.3,739.6,93,"Ветер, дующий с юга",(6 м/с),9.0
Пулково (аэропорт),"18 января,четверг",18:00,-8,737.3,739.6,93,"Ветер, дующий с юго-юго-востока",(6 м/с),5.0
Пулково (аэропорт),"18 января,четверг",17:30,-8,737.3,739.6,93,"Ветер, дующий с юго-востока",(6 м/с),1.6
Пулково (аэропорт),"18 января,четверг",17:00,-9,738.1,740.4,93,"Ветер, дующий с юго-востока",(7 м/с),1.2
Пулково (аэропорт),"18 января,четверг",16:30,-9,738.1,740.4,93,"Ветер, дующий с юго-востока",(7 м/с),1.1
Пулково (аэропорт),"18 января,четверг",16:00,-9,738.9,741.2,93,"Ветер, дующий с юго-востока",(7 м/с),1.0
Пулково (аэропорт),"18 января,четверг",15:30,-9,738.9,741.2,86,"Ветер, дующий с юго-востока",(6 м/с),0.9
Пулково (аэропорт),"18 января,четверг",15:00,-9,739.6,741.9,86,"Ветер, дующий с юго-востока",(7 м/с),1.0
Пулково (аэропорт),"18 января,четверг",14:30,-9,739.6,741.9,86,"Ветер, дующий с юго-востока",(9 м/с),1.6
Пулково (аэропорт),"18 января,четверг",14:00,-10,740.1,742.4,92,"Ветер, дующий с юго-востока",(9 м/с),1.0
Пулково (аэропорт),"18 января,четверг",13:30,-10,740.9,743.2,92,"Ветер, дующий с юго-востока",(9 м/с),0.8
Пулково (аэропорт),"18 января,четверг",13:00,-10,741.7,744.0,85,"Ветер, дующий с юго-востока",(10 м/с),0.7
Пулково (аэропорт),"18 января,четверг",12:30,-10,742.4,744.7,85,"Ветер, дующий с юго-востока",(7 м/с),0.6
Пулково (аэропорт),"18 января,четверг",12:00,-10,742.4,744.7,73,"Ветер, дующий с юго-востока",(10 м/с),6.0
Пулково (аэропорт),"18 января,четверг",11:30,-10,743.2,745.5,73,"Ветер, дующий с юго-востока",(7 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",11:00,-10,744.0,746.3,73,"Ветер, дующий с юго-востока",(9 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",10:30,-10,744.0,746.3,73,"Ветер, дующий с юго-востока",(9 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",10:00,-10,744.7,747.0,73,"Ветер, дующий с юго-востока",(10 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",09:30,-10,745.5,747.8,73,"Ветер, дующий с юго-востока",(6 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",09:00,-10,745.5,747.8,67,"Ветер, дующий с юго-востока",(9 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",08:30,-11,746.2,748.5,73,"Ветер, дующий с юго-юго-востока",(6 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",08:00,-11,747.0,749.3,73,"Ветер, дующий с юго-юго-востока",(6 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",07:30,-11,747.0,749.3,67,"Ветер, дующий с юго-юго-востока",(6 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",07:00,-11,747.8,750.1,67,"Ветер, дующий с юго-юго-востока",(7 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",06:30,-12,747.7,750.1,72,"Ветер, дующий с юго-юго-востока",(6 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",06:00,-12,748.4,750.8,72,"Ветер, дующий с юго-юго-востока",(6 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",05:30,-12,748.4,750.8,72,"Ветер, дующий с юго-востока",(4 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",05:00,-12,749.2,751.6,72,"Ветер, дующий с юго-востока",(4 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",04:30,-13,749.9,752.3,78,"Ветер, дующий с востоко-юго-востока",(3 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",04:00,-13,749.9,752.3,78,"Ветер, дующий с востоко-юго-востока",(3 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",03:30,-13,750.7,753.1,78,"Ветер, дующий с востоко-юго-востока",(3 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",03:00,-13,750.7,753.1,78,"Ветер, дующий с юго-юго-востока",(4 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",02:30,-13,750.7,753.1,78,"Ветер, дующий с юго-юго-востока",(4 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",02:00,-14,750.7,753.1,78,"Ветер, дующий с юго-юго-востока",(5 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",01:30,-14,750.7,753.1,85,"Ветер, дующий с юго-юго-востока",(5 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",01:00,-14,750.7,753.1,85,"Ветер, дующий с юга",(5 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",00:30,-14,751.5,753.9,85,"Ветер, дующий с юга",(4 м/с),10.0 и более
Пулково (аэропорт),"18 января,четверг",00:00,-14,751.5,753.9,85,"Ветер, дующий с юга",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",23:30,-16,752.2,754.6,92,"Ветер, дующий с юга",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",23:00,-14,752.2,754.6,92,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",22:30,-14,752.2,754.6,92,"Ветер, дующий с юга",(3 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",22:00,-14,752.2,754.6,92,"Ветер, дующий с юга",(3 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",21:30,-12,752.2,754.6,85,"Ветер, дующий с юга",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",21:00,-12,752.2,754.6,85,"Ветер, дующий с юго-запада",(5 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",20:30,-12,752.2,754.6,85,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",20:00,-12,752.2,754.6,85,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",19:30,-12,752.2,754.6,92,"Ветер, дующий с юго-юго-запада",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",19:00,-14,752.2,754.6,92,"Ветер, дующий с юга",(2 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",18:30,-15,752.2,754.6,92,"Ветер, дующий с юго-востока",(3 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",18:00,-12,751.5,753.9,92,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",17:30,-11,751.5,753.9,85,"Ветер, дующий с юго-запада",(3 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",17:00,-11,751.5,753.9,92,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",16:30,-11,751.5,753.9,85,"Ветер, дующий с юга",(3 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",16:00,-10,751.6,753.9,85,"Ветер, дующий с юго-юго-запада",(2 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",15:30,-13,750.7,753.1,85,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",15:00,-14,750.7,753.1,85,"Ветер, дующий с востоко-юго-востока",(3 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",14:30,-14,750.7,753.1,85,"Ветер, дующий с востока",(2 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",14:00,-13,750.7,753.1,85,Переменное направление,(1 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",13:30,-14,750.7,753.1,85,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",13:00,-14,750.7,753.1,85,"Ветер, дующий с юга",(3 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",12:30,-14,749.9,752.3,85,Переменное направление,(1 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",12:00,-14,749.9,752.3,85,Переменное направление,(1 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",11:30,-15,749.9,752.3,92,"Ветер, дующий с западо-северо-запада",(2 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",11:00,-16,749.9,752.3,85,"Ветер, дующий с западо-северо-запада",(3 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",10:30,-15,749.2,751.6,85,"Ветер, дующий с запада",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",10:00,-16,749.2,751.6,92,"Ветер, дующий с западо-северо-запада",(2 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",09:30,-16,749.2,751.6,85,"Ветер, дующий с запада",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",09:00,-17,748.4,750.8,92,"Ветер, дующий с западо-северо-запада",(3 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",08:30,-17,748.4,750.8,85,"Ветер, дующий с запада",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",08:00,-18,748.4,750.8,92,"Ветер, дующий с запада",(5 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",07:30,-18,748.4,750.8,92,"Ветер, дующий с запада",(5 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",07:00,-17,748.4,750.8,92,"Ветер, дующий с запада",(4 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",06:30,-17,747.7,750.1,92,"Ветер, дующий с запада",(5 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",06:00,-16,747.7,750.1,85,"Ветер, дующий с запада",(6 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",05:30,-16,746.9,749.3,85,"Ветер, дующий с запада",(6 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",05:00,-16,746.9,749.3,85,"Ветер, дующий с запада",(6 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",04:30,-16,746.1,748.5,85,"Ветер, дующий с западо-северо-запада",(7 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",04:00,-15,746.1,748.5,78,"Ветер, дующий с западо-северо-запада",(8 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",03:30,-15,746.1,748.5,72,"Ветер, дующий с западо-северо-запада",(8 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",03:00,-15,745.4,747.8,78,"Ветер, дующий с западо-северо-запада",(7 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",02:30,-15,745.4,747.8,78,"Ветер, дующий с западо-северо-запада",(7 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",02:00,-16,744.6,747.0,85,"Ветер, дующий с западо-северо-запада",(7 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",01:30,-16,744.6,747.0,85,"Ветер, дующий с западо-северо-запада",(7 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",01:00,-15,743.9,746.3,78,"Ветер, дующий с северо-запада",(6 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",00:30,-15,743.9,746.3,78,"Ветер, дующий с западо-северо-запада",(9 м/с),10.0 и более
Пулково (аэропорт),"17 января,среда",00:00,-15,743.1,745.5,78,"Ветер, дующий с западо-северо-запада",(10 м/с),6.0
Пулково (аэропорт),"16 января,вторник",23:30,-15,743.1,745.5,85,"Ветер, дующий с западо-северо-запада",(9 м/с),3.0
Пулково (аэропорт),"16 января,вторник",23:00,-15,742.3,744.7,85,"Ветер, дующий с западо-северо-запада",(9 м/с),1.7
Пулково (аэропорт),"16 января,вторник",22:30,-15,742.3,744.7,85,"Ветер, дующий с западо-северо-запада",(9 м/с),2.3
Пулково (аэропорт),"16 января,вторник",22:00,-15,741.6,744.0,85,"Ветер, дующий с западо-северо-запада",(9 м/с),1.9
Пулково (аэропорт),"16 января,вторник",21:30,-15,741.6,744.0,85,"Ветер, дующий с западо-северо-запада",(8 м/с),2.6
Пулково (аэропорт),"16 января,вторник",21:00,-15,740.8,743.2,85,"Ветер, дующий с западо-северо-запада",(9 м/с),2.7
Пулково (аэропорт),"16 января,вторник",20:30,-15,740.8,743.2,85,"Ветер, дующий с северо-запада",(8 м/с),3.0
Пулково (аэропорт),"16 января,вторник",20:00,-15,740.8,743.2,85,"Ветер, дующий с западо-северо-запада",(9 м/с),2.4
Пулково (аэропорт),"16 января,вторник",19:30,-15,740.0,742.4,85,"Ветер, дующий с северо-запада",(7 м/с),2.4
Пулково (аэропорт),"16 января,вторник",19:00,-14,740.1,742.4,85,"Ветер, дующий с северо-запада",(7 м/с),1.8
Пулково (аэропорт),"16 января,вторник",18:30,-14,739.6,741.9,85,"Ветер, дующий с западо-северо-запада",(7 м/с),2.3
Пулково (аэропорт),"16 января,вторник",18:00,-14,739.6,741.9,92,"Ветер, дующий с северо-запада",(6 м/с),1.8
Пулково (аэропорт),"16 января,вторник",17:30,-13,738.9,741.2,85,"Ветер, дующий с северо-запада",(6 м/с),3.0
Пулково (аэропорт),"16 января,вторник",17:00,-13,738.9,741.2,85,"Ветер, дующий с северо-запада",(6 м/с),2.1
Пулково (аэропорт),"16 января,вторник",16:30,-13,738.9,741.2,85,"Ветер, дующий с западо-северо-запада",(6 м/с),1.7
Пулково (аэропорт),"16 января,вторник",16:00,-13,738.1,740.4,85,"Ветер, дующий с западо-северо-запада",(7 м/с),2.5
Пулково (аэропорт),"16 января,вторник",15:30,-13,738.1,740.4,92,"Ветер, дующий с западо-северо-запада",(7 м/с),3.5
Пулково (аэропорт),"16 января,вторник",15:00,-13,737.3,739.6,92,"Ветер, дующий с западо-северо-запада",(8 м/с),2.7
Пулково (аэропорт),"16 января,вторник",14:30,-12,737.3,739.6,85,"Ветер, дующий с северо-запада",(6 м/с),2.5
Пулково (аэропорт),"16 января,вторник",14:00,-12,737.3,739.6,85,"Ветер, дующий с северо-запада",(6 м/с),2.5
Пулково (аэропорт),"16 января,вторник",13:30,-12,736.6,738.9,85,"Ветер, дующий с западо-северо-запада",(6 м/с),2.7
Пулково (аэропорт),"16 января,вторник",13:00,-12,736.6,738.9,92,"Ветер, дующий с западо-северо-запада",(6 м/с),1.7
Пулково (аэропорт),"16 января,вторник",12:30,-11,735.8,738.1,92,"Ветер, дующий с западо-северо-запада",(6 м/с),2.4
Пулково (аэропорт),"16 января,вторник",12:00,-9,735.8,738.1,86,"Ветер, дующий с западо-северо-запада",(6 м/с),1.9
Пулково (аэропорт),"16 января,вторник",11:30,-9,735.8,738.1,93,"Ветер, дующий с западо-северо-запада",(6 м/с),2.7
Пулково (аэропорт),"16 января,вторник",11:00,-8,735.8,738.1,93,"Ветер, дующий с северо-запада",(4 м/с),7.0
Пулково (аэропорт),"16 января,вторник",10:30,-8,735.1,737.4,93,"Ветер, дующий с северо-запада",(3 м/с),3.3
Пулково (аэропорт),"16 января,вторник",10:00,-7,735.1,737.4,93,"Ветер, дующий с северо-северо-запада",(2 м/с),4.5
Пулково (аэропорт),"16 января,вторник",09:30,-7,735.1,737.4,93,"Ветер, дующий с северо-запада",(3 м/с),3.3
Пулково (аэропорт),"16 января,вторник",09:00,-7,735.1,737.4,86,"Ветер, дующий с севера",(2 м/с),2.8
Пулково (аэропорт),"16 января,вторник",08:30,-7,734.3,736.6,86,"Ветер, дующий с севера",(2 м/с),3.3
Пулково (аэропорт),"16 января,вторник",08:00,-8,734.3,736.6,93,"Ветер, дующий с севера",(2 м/с),3.8
Пулково (аэропорт),"16 января,вторник",07:30,-8,734.3,736.6,93,Переменное направление,(1 м/с),2.6
Пулково (аэропорт),"16 января,вторник",07:00,-8,734.3,736.6,93,Переменное направление,(1 м/с),2.7
Пулково (аэропорт),"16 января,вторник",06:30,-8,734.3,736.6,93,Переменное направление,(1 м/с),2.8
Пулково (аэропорт),"16 января,вторник",05:30,-8,734.3,736.6,93,Переменное направление,(1 м/с),2.7
Пулково (аэропорт),"16 января,вторник",05:00,-8,734.3,736.6,93,"Ветер, дующий с северо-северо-востока",(2 м/с),2.7
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",05:00,15,757.8,759.7,36,"Ветер, дующий с востоко-юго-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",04:30,12,758.6,760.5,47,"Ветер, дующий с востока",(2 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",04:00,12,758.6,760.5,47,"Ветер, дующий с востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",03:30,13,758.6,760.5,47,"Ветер, дующий с востоко-юго-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",03:00,13,759.3,761.2,47,"Ветер, дующий с востоко-юго-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",02:30,13,759.3,761.2,47,"Ветер, дующий с востоко-юго-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",02:00,12,759.3,761.2,51,"Ветер, дующий с востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",01:30,9,759.3,761.2,58,"Ветер, дующий с северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",01:00,9,759.3,761.2,58,"Ветер, дующий с северо-северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",00:30,9,759.3,761.2,58,"Ветер, дующий с северо-северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"2024г.19 января,пятница",00:00,10,759.3,761.2,54,"Ветер, дующий с северо-северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",23:30,10,759.3,761.2,54,"Ветер, дующий с северо-северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",23:00,9,759.3,761.2,58,"Ветер, дующий с северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",22:30,9,760.1,762.0,58,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",22:00,8,760.1,762.0,66,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",21:30,8,760.1,762.0,62,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",21:00,10,760.1,762.0,54,"Ветер, дующий с востоко-северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",20:30,10,760.1,762.0,54,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",20:00,9,760.9,762.8,62,"Ветер, дующий с северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",19:30,9,760.9,762.8,62,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",19:00,9,760.9,762.8,62,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",18:30,10,760.9,762.8,58,"Ветер, дующий с северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",18:00,14,760.9,762.8,41,"Ветер, дующий с востоко-юго-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",17:30,14,760.9,762.8,41,"Ветер, дующий с востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",17:00,15,760.9,762.8,39,"Ветер, дующий с востоко-юго-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",16:30,15,760.9,762.8,39,"Ветер, дующий с востоко-юго-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",16:00,15,760.9,762.8,36,"Ветер, дующий с юго-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",15:30,15,760.9,762.8,36,"Ветер, дующий с юго-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",15:00,16,760.9,762.8,31,"Ветер, дующий с юго-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",14:30,15,760.9,762.8,39,"Ветер, дующий с юго-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",14:00,15,761.6,763.5,39,"Ветер, дующий с юго-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",13:30,15,761.6,763.5,42,"Ветер, дующий с востоко-юго-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",13:00,13,762.4,764.3,44,"Ветер, дующий с севера",(2 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",12:30,13,762.4,764.3,51,"Ветер, дующий с западо-северо-запада",(1 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",12:00,12,763.1,765.0,47,"Ветер, дующий с северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",11:30,11,763.1,765.0,47,"Ветер, дующий с северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",11:00,10,763.1,765.0,50,"Ветер, дующий с северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",10:30,9,763.9,765.8,54,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",10:00,8,763.8,765.8,53,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",09:30,7,763.8,765.8,57,"Ветер, дующий с северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",09:00,5,763.8,765.8,66,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",08:30,4,764.6,766.6,70,"Ветер, дующий с северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",08:00,3,764.6,766.6,75,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",07:30,4,764.6,766.6,70,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",07:00,4,764.6,766.6,70,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",06:30,3,764.6,766.6,75,"Ветер, дующий с востоко-северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",06:00,3,764.6,766.6,75,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",05:30,4,764.6,766.6,70,"Ветер, дующий с северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",05:00,4,763.8,765.8,70,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",04:30,4,763.8,765.8,70,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",04:00,4,764.6,766.6,70,"Ветер, дующий с северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",03:30,4,764.6,766.6,70,"Ветер, дующий с северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",03:00,4,765.3,767.3,75,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",02:30,3,764.6,766.6,81,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",02:00,4,764.6,766.6,70,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",01:30,3,764.6,766.6,75,"Ветер, дующий с северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",01:00,5,764.6,766.6,70,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",00:30,5,764.6,766.6,70,"Ветер, дующий с северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"18 января,четверг",00:00,5,764.6,766.6,70,"Ветер, дующий с северо-востока",(6 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",23:30,5,765.3,767.3,70,"Ветер, дующий с северо-северо-востока",(6 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",23:00,5,765.3,767.3,70,"Ветер, дующий с северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",22:30,4,765.3,767.3,75,"Ветер, дующий с северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",22:00,4,765.3,767.3,75,"Ветер, дующий с северо-востока",(5 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",21:30,3,765.3,767.3,81,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",21:00,3,765.3,767.3,81,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",20:30,3,765.3,767.3,81,"Ветер, дующий с северо-северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",20:00,3,765.3,767.3,81,"Ветер, дующий с северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",19:30,3,765.3,767.3,81,"Ветер, дующий с северо-востока",(4 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",19:00,2,765.3,767.3,87,"Ветер, дующий с северо-востока",(3 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",18:30,3,765.3,767.3,81,"Ветер, дующий с северо-востока",(2 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",18:00,4,765.3,767.3,81,"Ветер, дующий с севера",(1 м/с),10.0 и более
Сочи / им. В. И. Севастьянова (аэропорт),"17 января,среда",17:30,6,764.6,766.6,57,"Ветер, дующий с запада",(1 м/с),10.0 и более
